idx,RX,RY,RZ,RSRP,NR Serving PCI,TX,TY,TZ,dist
697,326194.5587,4151090.044,28.39,-89,5,326227.519,4151249.798,48.88,164.4006143
698,326190.3843,4151088.378,29.24,-92,5,326227.519,4151249.798,48.88,166.7966785
699,326186.2098,4151086.712,28.75,-86,5,326227.519,4151249.798,48.88,169.4364492
700,326182.0354,4151085.046,28.75,-86,5,326227.519,4151249.798,48.88,172.0964737
701,326177.861,4151083.38,28.27,-87,5,326227.519,4151249.798,48.88,174.8875061
702,326173.6953,4151081.713,28.27,-91,5,326227.519,4151249.798,48.88,177.6916712
703,326169.5209,4151080.048,28.27,-84,5,326227.519,4151249.798,48.88,180.5647092
704,326165.3464,4151078.381,28.32,-81,5,326227.519,4151249.798,48.88,183.4991381
705,326161.172,4151076.715,28.32,-80,5,326227.519,4151249.798,48.88,186.5003027
706,326156.9976,4151075.05,27.8,-79,5,326227.519,4151249.798,48.88,189.6167128
707,326152.8231,4151073.383,27.8,-93,5,326227.519,4151249.798,48.88,192.7332252
708,326148.6486,4151071.717,27.28,-92,5,326227.519,4151249.798,48.88,195.9590329
709,326144.4742,4151070.051,27.28,-88,5,326227.519,4151249.798,48.88,199.1782689
710,326140.2997,4151068.385,27.28,-87,5,326227.519,4151249.798,48.88,202.4461481
711,326138.9344,4151072.045,26.76,-91,5,326227.519,4151249.798,48.88,199.831566
712,326137.5691,4151075.703,26.76,-92,5,326227.519,4151249.798,48.88,197.2038233
713,326136.2038,4151079.363,26.76,-91,5,326227.519,4151249.798,48.88,194.6171867
714,326133.4643,4151086.681,26.38,-97,5,326227.519,4151249.798,48.88,189.6304097
715,326132.099,4151090.341,26,-107,5,326227.519,4151249.798,48.88,187.2298204
716,326129.3683,4151097.66,25.17,-101,3,325925.3433,4151245.636,89.09,260.0170448
717,326128.003,4151101.318,24.88,-103,3,325925.3433,4151245.636,89.09,256.9466155
718,326125.2724,4151108.638,24.88,-104,5,326227.519,4151249.798,48.88,175.94463
719,326122.5418,4151115.956,24.61,-101,3,325925.3433,4151245.636,89.09,244.6667554
720,326121.1765,4151119.615,24.11,-107,3,325925.3433,4151245.636,89.09,241.7733134
721,326118.437,4151126.934,23.82,-110,6,325955.451,4151256.136,89.3,218.0486721
722,326117.0717,4151130.593,23.59,-109,6,325955.451,4151256.136,89.3,214.9420843
723,326115.7064,4151134.252,23.59,-113,6,325955.451,4151256.136,89.3,211.7907146
724,326114.3411,4151137.911,23.59,-115,6,325955.451,4151256.136,89.3,208.6648475
725,326112.9758,4151141.571,23.35,-110,3,325925.3433,4151245.636,89.09,224.4041597
726,326110.2452,4151148.889,23.35,-108,4,326046.434,4151239.016,77.29,122.8994263
727,326108.8799,4151152.549,23.08,-112,4,326046.434,4151239.016,77.29,119.644292
728,326107.5146,4151156.208,23.08,-110,4,326046.434,4151239.016,77.29,116.3044653
729,326106.1405,4151159.867,22.86,-115,4,326046.434,4151239.016,77.29,113.1019683
730,326104.7752,4151163.527,22.86,-113,4,326046.434,4151239.016,77.29,109.8403825
731,326103.4099,4151167.186,22.86,-115,4,326046.434,4151239.016,77.29,106.6228258
732,326102.0446,4151170.845,22.63,-112,4,326046.434,4151239.016,77.29,103.5738368
733,326100.6793,4151174.504,22.63,-107,4,326046.434,4151239.016,77.29,100.4592769
734,326099.314,4151178.164,22.38,-114,4,326046.434,4151239.016,77.29,97.54162396
735,326097.9487,4151181.823,22.17,-109,4,326046.434,4151239.016,77.29,94.67321673
736,326096.5835,4151185.482,22.17,-109,4,326046.434,4151239.016,77.29,91.75552248
737,326095.2182,4151189.142,22.17,-108,4,326046.434,4151239.016,77.29,88.91303867
738,326093.8441,4151192.8,21.95,-99,4,326046.434,4151239.016,77.29,86.29108782
739,326092.4788,4151196.46,21.95,-103,4,326046.434,4151239.016,77.29,83.62805954
740,326091.1135,4151200.12,21.73,-105,4,326046.434,4151239.016,77.29,81.21619381
741,326088.3829,4151207.438,21.51,-101,2,326052.99,4151241.566,76.8,73.98893062
742,326087.0177,4151211.097,21.21,-104,2,326052.99,4151241.566,76.8,71.9478452
743,326085.6524,4151214.757,21.21,-96,2,326052.99,4151241.566,76.8,69.82695006
744,326084.2871,4151218.416,21.21,-95,2,326052.99,4151241.566,76.8,67.86515357
745,326082.9219,4151222.075,20.92,-100,2,326052.99,4151241.566,76.8,66.32037484
746,326081.5566,4151225.735,20.92,-87,2,326052.99,4151241.566,76.8,64.72438178
747,326080.1825,4151229.393,20.92,-97,2,326052.99,4151241.566,76.8,63.32604824
748,326078.8172,4151233.053,20.15,-90,2,326052.99,4151241.566,76.8,62.83898415
749,326077.452,4151236.713,20.15,-89,2,326052.99,4151241.566,76.8,61.8963937
750,326076.0867,4151240.371,20.15,-103,2,326052.99,4151241.566,76.8,61.1891173
751,326074.7214,4151244.031,20.15,-102,2,326052.99,4151241.566,76.8,60.72522104
752,326073.3562,4151247.69,20.15,-94,2,326052.99,4151241.566,76.8,60.51039562
753,326071.9909,4151251.349,19.87,-86,2,326052.99,4151241.566,76.8,60.80926072
754,326070.6256,4151255.009,19.87,-90,2,326052.99,4151241.566,76.8,61.0962645
755,326069.2604,4151258.668,19.71,-92,2,326052.99,4151241.566,76.8,61.77760452
756,326067.8951,4151262.328,19.46,-94,2,326052.99,4151241.566,76.8,62.77816699
757,326066.521,4151265.986,19.46,-91,2,326052.99,4151241.566,76.8,63.7753868
758,326065.1558,4151269.646,19.19,-93,2,326052.99,4151241.566,76.8,65.23346679
759,326063.7905,4151273.306,19.19,-96,2,326052.99,4151241.566,76.8,66.65576119
760,326062.4253,4151276.964,19.19,-98,2,326052.99,4151241.566,76.8,68.27119004
