idx,RX,RY,RZ,RSRP,NR Serving,TX,TY,TZ,azimuth,tilts
362,326172.169,4151204.275,27,-90,4,326052.99,4151241.566,77,118,18
363,326171.632,4151205.841,27,-80,4,326052.99,4151241.566,77,118,18
364,326170.5405,4151208.972,27,-79,4,326052.99,4151241.566,77,118,18
365,326169.9947,4151210.538,27,-77,4,326052.99,4151241.566,77,118,18
366,326169.4489,4151212.103,27,-89,4,326052.99,4151241.566,77,118,18
367,326168.912,4151213.669,27,-94,4,326052.99,4151241.566,77,118,18
368,326168.3662,4151215.234,27,-94,4,326052.99,4151241.566,77,118,18
369,326167.8205,4151216.801,27,-103,4,326052.99,4151241.566,77,118,18
370,326167.2747,4151218.366,27,-96,4,326052.99,4151241.566,77,118,18
371,326166.7377,4151219.931,27,-102,4,326052.99,4151241.566,77,118,18
372,326166.192,4151221.498,27,-106,4,326052.99,4151241.566,77,118,18
373,326163.6525,4151228.315,27,-106,7,326227.519,4151249.798,49,345,17
374,326163.0695,4151229.868,27,-102,7,326227.519,4151249.798,49,345,17
375,326162.4865,4151231.419,27,-102,7,326227.519,4151249.798,49,345,17
376,326161.9036,4151232.972,27,-103,7,326227.519,4151249.798,49,345,17
377,326161.3294,4151234.524,27,-103,7,326227.519,4151249.798,49,345,17
378,326160.7464,4151236.077,27,-103,7,326227.519,4151249.798,49,345,17
379,326160.1634,4151237.628,27,-103,7,326227.519,4151249.798,49,345,17
380,326159.5804,4151239.18,27,-102,7,326227.519,4151249.798,49,345,17
381,326159.0062,4151240.733,27,-103,7,326227.519,4151249.798,49,345,17
382,326158.4233,4151242.286,27,-103,7,326227.519,4151249.798,49,345,17
383,326157.8403,4151243.837,27,-98,7,326227.519,4151249.798,49,345,17
384,326157.2573,4151245.389,27,-103,7,326227.519,4151249.798,49,345,17
385,326156.6743,4151246.942,27,-103,7,326227.519,4151249.798,49,345,17
386,326156.1001,4151248.495,27,-103,7,326227.519,4151249.798,49,345,17
387,326155.5171,4151250.047,27,-106,7,326227.519,4151249.798,49,345,17
388,326154.9341,4151251.598,27,-105,7,326227.519,4151249.798,49,345,17
389,326154.3512,4151253.151,27,-106,7,326227.519,4151249.798,49,345,17
390,326153.777,4151254.703,27,-106,7,326227.519,4151249.798,49,345,17
391,326153.1941,4151256.256,27,-106,7,326227.519,4151249.798,49,345,17
